ID,Gene.symbol,Gene.title
ILMN_1714068,,
ILMN_3246514,,
ILMN_1663932,,
ILMN_2096191,AASDHPPT,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
ILMN_1773781,CD276,CD276 molecule
ILMN_1709395,,
ILMN_1729081,,
ILMN_3236110,SNORD45C,"small nucleolar RNA, C/D box 45C"
ILMN_1684318,,
ILMN_3291715,,
ILMN_1674136,KCNJ12,potassium voltage-gated channel subfamily J member 12
ILMN_1667460,SULF2,sulfatase 2
ILMN_1796575,GALNT9,polypeptide N-acetylgalactosaminyltransferase 9
ILMN_2376160,NSL1,"NSL1, MIS12 kinetochore complex component"
ILMN_1784985,PRRT3,proline rich transmembrane protein 3
ILMN_1765082,RBM10,RNA binding motif protein 10
ILMN_1745473,,
ILMN_2296644,PCDHGA9,"protocadherin gamma subfamily A, 9"
ILMN_3262840,,
ILMN_1833027,,
ILMN_1713749,CORO1A,coronin 1A
ILMN_1866152,,
ILMN_2128931,FAT2,FAT atypical cadherin 2
ILMN_1711422,PLEKHN1,pleckstrin homology domain containing N1
ILMN_1747151,ANKRD23,ankyrin repeat domain 23
ILMN_3183806,SYT2,synaptotagmin 2
ILMN_1746457,GTF3C2,general transcription factor IIIC subunit 2
ILMN_3309099,MIR320A,microRNA 320a
ILMN_1799717,ZNF398,zinc finger protein 398
ILMN_3269112,,
ILMN_1891229,,
ILMN_1808485,,
ILMN_1713800,,
ILMN_3234197,,
ILMN_1795359,SPRR2A,small proline rich protein 2A
ILMN_2307656,AGTRAP,angiotensin II receptor associated protein
ILMN_3236224,SNORA74A,"small nucleolar RNA, H/ACA box 74A"
ILMN_1668971,,
ILMN_1676043,,
ILMN_1654721,,
ILMN_1665948,,
ILMN_2340599,EPHA8,EPH receptor A8
ILMN_1720241,TRIP12,thyroid hormone receptor interactor 12
ILMN_1755203,CUBN,cubilin
ILMN_1853632,HPSE2,heparanase 2 (inactive)
ILMN_1774945,NRG3,neuregulin 3
ILMN_1757995,PARP2,poly(ADP-ribose) polymerase 2
ILMN_1743394,HNF4G,hepatocyte nuclear factor 4 gamma
ILMN_2248822,APOL2,apolipoprotein L2
ILMN_1696939,,
ILMN_1725294,,
ILMN_2312386,PAIP1,poly(A) binding protein interacting protein 1
ILMN_1343291,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
ILMN_3182487,,
ILMN_1813206,CP,ceruloplasmin (ferroxidase)
ILMN_1779796,,
ILMN_3245600,LOC107133515,SMURF2P1-LRRC37BP1 readthrough transcribed pseudogene
ILMN_3247520,,
ILMN_3235547,,
ILMN_1872496,CXorf51B,chromosome X open reading frame 51B
ILMN_2345812,NAIP,NLR family apoptosis inhibitory protein
ILMN_3191789,,
ILMN_1737805,TPCN1,two pore segment channel 1
ILMN_1790070,C2orf61,chromosome 2 open reading frame 61
ILMN_1753586,CDH22,cadherin 22
ILMN_1721926,UGT2A1,UDP glucuronosyltransferase family 2 member A1 complex locus
ILMN_3306672,PATL2,PAT1 homolog 2
ILMN_1668039,GYPC,glycophorin C (Gerbich blood group)
ILMN_1661083,NFATC2,nuclear factor of activated T-cells 2
ILMN_1726288,TMEM106B,transmembrane protein 106B
ILMN_3284545,,
ILMN_1849206,,
ILMN_2048477,SLC22A3,solute carrier family 22 member 3
ILMN_3307962,,
ILMN_1682657,,
ILMN_1690487,PCM1,pericentriolar material 1
ILMN_1722423,SHPRH,SNF2 histone linker PHD RING helicase
ILMN_1676550,,
ILMN_3248701,,
ILMN_1727618,NDUFAF6,NADH:ubiquinone oxidoreductase complex assembly factor 6
ILMN_1779685,ASIC2,acid sensing ion channel subunit 2
ILMN_3251460,ZNF765,zinc finger protein 765
ILMN_1788530,ADPRHL1,ADP-ribosylhydrolase like 1
ILMN_1674608,FAM169B,family with sequence similarity 169 member B
ILMN_3237529,,
ILMN_2226271,INSL3,insulin like 3
ILMN_3250067,ANGPT2,angiopoietin 2
ILMN_1657472,POLR2J4,"RNA polymerase II subunit J4, pseudogene"
ILMN_3285580,,
ILMN_1725791,HACD1,3-hydroxyacyl-CoA dehydratase 1
ILMN_1722515,OR8U8,olfactory receptor family 8 subfamily U member 8
ILMN_1814465,UBE2G1,ubiquitin conjugating enzyme E2 G1
ILMN_1662126,MATN4,matrilin 4
ILMN_3231026,,
ILMN_1717278,RLN3,relaxin 3
ILMN_1664802,WSB1,WD repeat and SOCS box containing 1
ILMN_1752099,CYP11B2,cytochrome P450 family 11 subfamily B member 2
ILMN_1747353,KIF27,kinesin family member 27
ILMN_3249197,,
ILMN_2201573,,
ILMN_3285276,,
ILMN_1745558,CXADRP2,coxsackie virus and adenovirus receptor pseudogene 2
ILMN_1678478,CHST5,carbohydrate sulfotransferase 5
ILMN_3181916,,
ILMN_1714841,OR4D9,olfactory receptor family 4 subfamily D member 9
ILMN_1738174,,
ILMN_1779034,NADSYN1,NAD synthetase 1
ILMN_1810092,,
ILMN_2334210,ITGB4,integrin subunit beta 4
ILMN_3202648,,
ILMN_1760927,,
ILMN_1903120,,
ILMN_1715110,MTMR1,myotubularin related protein 1
ILMN_2143011,DLEU2L,deleted in lymphocytic leukemia 2-like
ILMN_2345908,DDX11,DEAD/H-box helicase 11
ILMN_1654346,,
ILMN_2387180,WDR31,WD repeat domain 31
ILMN_3302919,MYOF,myoferlin
ILMN_1727107,REST,RE1 silencing transcription factor
ILMN_3309499,MIR1284,microRNA 1284
ILMN_1714739,SIAH3,siah E3 ubiquitin protein ligase family member 3
ILMN_1717248,C9orf66,chromosome 9 open reading frame 66
ILMN_1748802,OR2B3,olfactory receptor family 2 subfamily B member 3
ILMN_3299579,,
ILMN_3205781,,
ILMN_3242330,FAM65C,family with sequence similarity 65 member C
ILMN_2226753,ZC3HAV1L,"zinc finger CCCH-type containing, antiviral 1 like"
ILMN_1700488,PPARA,peroxisome proliferator activated receptor alpha
ILMN_1676372,CD209,CD209 molecule
ILMN_1693465,,
ILMN_1804935,VNN3,vanin 3
ILMN_1715696,,
ILMN_1904052,CCDC122,coiled-coil domain containing 122
ILMN_1724106,UTP20,"UTP20, small subunit processome component"
ILMN_2334121,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide"
ILMN_1815734,FCHSD2,FCH and double SH3 domains 2
ILMN_1873112,,
ILMN_3308505,MIR129-2,microRNA 129-2
ILMN_1766668,PCDH7,protocadherin 7
ILMN_2307903,VCAM1,vascular cell adhesion molecule 1
ILMN_1709257,RIPPLY3,ripply transcriptional repressor 3
ILMN_1810330,,
ILMN_1677043,AKR7A2,aldo-keto reductase family 7 member A2
ILMN_3224722,,
ILMN_1705105,,
ILMN_1747314,,
ILMN_1664074,TMEM72,transmembrane protein 72
ILMN_1780831,SLC6A12,solute carrier family 6 member 12
ILMN_1824032,LOC107984813,uncharacterized LOC107984813
ILMN_1665333,,
ILMN_1678325,,
ILMN_1681411,,
ILMN_1773687,,
ILMN_1748271,ATF2,activating transcription factor 2
ILMN_1751146,,
ILMN_2251664,PQLC2,PQ loop repeat containing 2
ILMN_3266005,,
ILMN_3258513,LINC00301,long intergenic non-protein coding RNA 301
ILMN_1838319,ACOD1,aconitate decarboxylase 1
ILMN_1651787,MSH5,mutS homolog 5
ILMN_3235221,LOC644936,"actin, beta pseudogene"
ILMN_1797482,GCDH,glutaryl-CoA dehydrogenase
ILMN_1912185,GPC6,glypican 6
ILMN_3264100,,
ILMN_1778211,,
ILMN_1799980,TPTE2P3,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 3
ILMN_1798587,ARHGEF7,Rho guanine nucleotide exchange factor 7
ILMN_1723678,PRPH,peripherin
ILMN_1816646,,
ILMN_1687743,BTBD7,BTB domain containing 7
ILMN_1685830,SLC7A2,solute carrier family 7 member 2
ILMN_1795937,EZR,ezrin
ILMN_3270248,,
ILMN_1720981,DNAH14,dynein axonemal heavy chain 14
ILMN_1746303,C3orf35,chromosome 3 open reading frame 35
ILMN_1787746,,
ILMN_3310301,MIR342,microRNA 342
ILMN_1657194,TSNAXIP1,translin associated factor X interacting protein 1
ILMN_1761479,ZC3HC1,zinc finger C3HC-type containing 1
ILMN_1746661,ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit"
ILMN_1714335,RDH10,retinol dehydrogenase 10 (all-trans)
ILMN_1784641,NDUFA3,NADH:ubiquinone oxidoreductase subunit A3
ILMN_1734552,LRRC20,leucine rich repeat containing 20
ILMN_1682875,RBM4,RNA binding motif protein 4
ILMN_1700932,,
ILMN_1778536,BTLA,B and T lymphocyte associated
ILMN_3236358,NOP14,NOP14 nucleolar protein
ILMN_1669717,GTF2IRD1,GTF2I repeat domain containing 1
ILMN_1813936,DNAH3,dynein axonemal heavy chain 3
ILMN_1764030,CCL23,C-C motif chemokine ligand 23
ILMN_1793269,,
ILMN_3308602,MIR576,microRNA 576
ILMN_1771286,,
ILMN_3273238,,
ILMN_1712184,HIST1H3C,"histone cluster 1, H3c"
ILMN_2211800,,
ILMN_3310216,MIR1911,microRNA 1911
ILMN_1655171,PCDHGC5,"protocadherin gamma subfamily C, 5"
ILMN_2370414,CHD3,chromodomain helicase DNA binding protein 3
ILMN_1888492,,
ILMN_1664706,HIST2H3D,"histone cluster 2, H3d"
ILMN_2280871,HK1,hexokinase 1
ILMN_3242091,LINC00094,long intergenic non-protein coding RNA 94
ILMN_1829768,BICD1,BICD cargo adaptor 1
ILMN_1686326,PGBD2,piggyBac transposable element derived 2
ILMN_2106265,GDPD1,glycerophosphodiester phosphodiesterase domain containing 1
ILMN_1689675,HEMGN,hemogen
ILMN_3257941,,
ILMN_1743241,ARL4A,ADP ribosylation factor like GTPase 4A
ILMN_1665855,CFHR4,complement factor H related 4
ILMN_1848843,,
ILMN_2231576,WFDC12,WAP four-disulfide core domain 12
ILMN_1779406,OR2Z1,olfactory receptor family 2 subfamily Z member 1
ILMN_1752393,ATOH7,atonal bHLH transcription factor 7
ILMN_2111918,PCNX4,pecanex homolog 4 (Drosophila)
ILMN_2168520,C11orf70,chromosome 11 open reading frame 70
ILMN_1715905,DSN1,"DSN1 homolog, MIS12 kinetochore complex component"
ILMN_3241140,SNORA14B,"small nucleolar RNA, H/ACA box 14B"
ILMN_3251723,PNPT1,polyribonucleotide nucleotidyltransferase 1
ILMN_1698551,RCN1,reticulocalbin 1
ILMN_1801216,S100P,S100 calcium binding protein P
ILMN_1673936,KHSRP,KH-type splicing regulatory protein
ILMN_1800420,RNF214,ring finger protein 214
ILMN_2393169,THOC5,THO complex 5
ILMN_1739253,STAMBP,STAM binding protein
ILMN_1667207,,
ILMN_1792125,KCNA2,potassium voltage-gated channel subfamily A member 2
ILMN_1753619,,
ILMN_2399310,MLLT10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
ILMN_1774447,AMPD3,adenosine monophosphate deaminase 3
ILMN_2341524,TSPAN11,tetraspanin 11
ILMN_2363106,RBM23,RNA binding motif protein 23
ILMN_1655096,,
ILMN_1682772,,
ILMN_2108808,,
ILMN_1760954,DENR,density regulated re-initiation and release factor
ILMN_1728106,TNF,tumor necrosis factor
ILMN_1806215,,
ILMN_1892184,,
ILMN_1664682,DNA2,DNA replication helicase/nuclease 2
ILMN_1711278,ARHGDIG,Rho GDP dissociation inhibitor gamma
ILMN_3243801,,
ILMN_1796458,GABARAPL2,GABA type A receptor associated protein like 2
ILMN_1784407,FILIP1L,filamin A interacting protein 1 like
ILMN_1740447,,
ILMN_1736623,NCKIPSD,NCK interacting protein with SH3 domain
ILMN_1656767,,
ILMN_2404512,PSEN2,presenilin 2
ILMN_2331890,RPL41,ribosomal protein L41
ILMN_2129715,COG3,component of oligomeric golgi complex 3
ILMN_1745669,FAM153A,family with sequence similarity 153 member A
ILMN_2082244,FOXK1,forkhead box K1
ILMN_2185911,CST4,cystatin S
ILMN_2387742,HNRNPA1L2,heterogeneous nuclear ribonucleoprotein A1-like 2
ILMN_1660113,CDH7,cadherin 7
ILMN_1761122,,
ILMN_1775781,,
ILMN_1810225,UVSSA,UV stimulated scaffold protein A
ILMN_3200070,,
ILMN_3288731,,
ILMN_1796089,NKX2-3,NK2 homeobox 3
ILMN_1697804,NEGR1,neuronal growth regulator 1
ILMN_1762573,FAM224A,family with sequence similarity 224 member A (non-protein coding)
ILMN_1779347,GARNL3,GTPase activating Rap/RanGAP domain like 3
ILMN_2125763,ZMYND10,zinc finger MYND-type containing 10
ILMN_1812597,,
ILMN_1685319,GDF1,growth differentiation factor 1
ILMN_1695827,PPP1CA,protein phosphatase 1 catalytic subunit alpha
ILMN_1651285,BCL6B,B-cell CLL/lymphoma 6B
ILMN_1875223,,
ILMN_1716797,CD302,CD302 molecule
ILMN_1814215,SCNN1G,sodium channel epithelial 1 gamma subunit
ILMN_3282773,,
ILMN_2298189,COLEC11,collectin subfamily member 11
ILMN_2392674,PRR3,proline rich 3
ILMN_1702009,SV2A,synaptic vesicle glycoprotein 2A
ILMN_1713249,PHF19,PHD finger protein 19
ILMN_2055271,A1BG,alpha-1-B glycoprotein
ILMN_1705733,RPRD2,regulation of nuclear pre-mRNA domain containing 2
ILMN_1680139,MAFF,MAF bZIP transcription factor F
ILMN_3250614,EIF2AK1,eukaryotic translation initiation factor 2 alpha kinase 1
ILMN_1733861,ARHGEF11,Rho guanine nucleotide exchange factor 11
ILMN_2112673,,
ILMN_1801184,,
ILMN_1666963,,
ILMN_3245223,ZSCAN30,zinc finger and SCAN domain containing 30
ILMN_1897230,,
ILMN_1782944,GPR37L1,G protein-coupled receptor 37 like 1
ILMN_3286660,,
ILMN_3290052,MAP3K14-AS1,MAP3K14 antisense RNA 1
ILMN_1768394,ARPC5,actin related protein 2/3 complex subunit 5
ILMN_2330584,DDX19B,DEAD-box helicase 19B
ILMN_3287874,TEX41,testis expressed 41 (non-protein coding)
ILMN_3249311,,
ILMN_1694082,,
ILMN_1716264,ANKRD1,ankyrin repeat domain 1
ILMN_1901272,,
ILMN_1698367,CD84,CD84 molecule
ILMN_1663327,SOX6,SRY-box 6
ILMN_1773763,MTA2,metastasis associated 1 family member 2
ILMN_1676385,,
ILMN_1719149,,
ILMN_2383058,SIRPG,signal regulatory protein gamma
ILMN_3238884,,
ILMN_1733107,NOC4L,nucleolar complex associated 4 homolog
ILMN_1746075,,
ILMN_2102951,FAHD2A,fumarylacetoacetate hydrolase domain containing 2A
ILMN_1913494,,
ILMN_3269291,,
ILMN_2314417,HYAL1,hyaluronoglucosaminidase 1
ILMN_1731287,ARFGAP3,ADP ribosylation factor GTPase activating protein 3
ILMN_1680129,NSUN2,NOP2/Sun RNA methyltransferase family member 2
ILMN_2097858,CIPC,CLOCK interacting pacemaker
ILMN_1705685,MEIS1,Meis homeobox 1
ILMN_1712383,,
ILMN_1770025,,
ILMN_1712236,PPP1R3B,protein phosphatase 1 regulatory subunit 3B
ILMN_2145280,DEF6,"DEF6, guanine nucleotide exchange factor"
ILMN_3291986,,
ILMN_2328433,NOP2,NOP2 nucleolar protein
ILMN_1772058,PANK2,pantothenate kinase 2
ILMN_3300902,,
ILMN_1772034,BRAP,BRCA1 associated protein
ILMN_1676577,,
ILMN_1784154,,
ILMN_3263375,,
ILMN_1661490,PFDN6,prefoldin subunit 6
ILMN_3186902,,
ILMN_1715425,PABPC1L2B,poly(A) binding protein cytoplasmic 1 like 2B
ILMN_1757453,,
ILMN_1685719,NTSR2,neurotensin receptor 2
ILMN_1700590,,
ILMN_2388746,,
ILMN_1655754,,
ILMN_1676207,SSX2,SSX family member 2
ILMN_1752343,FAM13C,family with sequence similarity 13 member C
ILMN_1670879,,
ILMN_3232289,FAM86B3P,"family with sequence similarity 86, member A pseudogene"
ILMN_1745567,,
ILMN_1690276,ZNF354C,zinc finger protein 354C
ILMN_1712128,LRRC8B,leucine rich repeat containing 8 family member B
ILMN_3200565,,
ILMN_1699737,TRAP1,TNF receptor associated protein 1
ILMN_1713726,NFYA,nuclear transcription factor Y subunit alpha
ILMN_2279099,PHACTR4,phosphatase and actin regulator 4
ILMN_1799030,CMTM2,CKLF like MARVEL transmembrane domain containing 2
ILMN_2179022,CDRT15P1,CMT1A duplicated region transcript 15 pseudogene 1
ILMN_1765043,RPL38,ribosomal protein L38
ILMN_3187852,KANSL3,KAT8 regulatory NSL complex subunit 3
ILMN_1774513,,
ILMN_3252733,CBY3,chibby family member 3
ILMN_1769458,SPIN2B,spindlin family member 2B
ILMN_1726080,,
ILMN_2215639,TUBA3D,tubulin alpha 3d
ILMN_1664014,STOX1,storkhead box 1
ILMN_1676795,REG3G,regenerating family member 3 gamma
ILMN_1653368,,
ILMN_1664928,ZNF599,zinc finger protein 599
ILMN_1679678,,
ILMN_1658108,,
ILMN_1653340,RECQL5,RecQ like helicase 5
ILMN_1679195,C20orf24,chromosome 20 open reading frame 24
ILMN_1734639,,
ILMN_1805737,PFKP,"phosphofructokinase, platelet"
ILMN_1691181,TMX1,thioredoxin related transmembrane protein 1
ILMN_1693333,TMEM19,transmembrane protein 19
ILMN_3310985,MIR26A1,microRNA 26a-1
ILMN_3240236,SMCR5,"Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)"
ILMN_1820014,,
ILMN_2227377,OR2J2,olfactory receptor family 2 subfamily J member 2
ILMN_1792270,CACUL1,CDK2 associated cullin domain 1
ILMN_2146418,CRIM1,cysteine rich transmembrane BMP regulator 1
ILMN_3188357,,
ILMN_1800951,ATXN1,ataxin 1
ILMN_1758371,IL1R2,interleukin 1 receptor type 2
ILMN_1814044,CABIN1,calcineurin binding protein 1
ILMN_2267488,ITGA6,integrin subunit alpha 6
ILMN_3202942,,
ILMN_1761637,CNTD1,cyclin N-terminal domain containing 1
ILMN_1762440,,
ILMN_1747183,GXYLT1,glucoside xylosyltransferase 1
ILMN_1740816,OR4C11,olfactory receptor family 4 subfamily C member 11
ILMN_1669167,,
ILMN_1697345,,
ILMN_1856751,,
ILMN_1655161,MORN1,MORN repeat containing 1
ILMN_2414399,NME1,NME/NM23 nucleoside diphosphate kinase 1
ILMN_1747099,LUC7L2,"LUC7 like 2, pre-mRNA splicing factor"
ILMN_3210549,,
ILMN_1762170,,
ILMN_1680740,HOXA1,homeobox A1
ILMN_1800468,KLKB1,kallikrein B1
ILMN_1727833,KIF19,kinesin family member 19
ILMN_1745513,MCAT,malonyl-CoA-acyl carrier protein transacylase
ILMN_1803261,OPRM1,opioid receptor mu 1
ILMN_3221032,,
ILMN_1813714,,
ILMN_2252295,ELF2,E74 like ETS transcription factor 2
ILMN_1765645,C17orf50,chromosome 17 open reading frame 50
ILMN_1723156,PTPRA,"protein tyrosine phosphatase, receptor type A"
ILMN_3225669,,
ILMN_1745599,,
ILMN_1813735,CSNK1G3,casein kinase 1 gamma 3
ILMN_2123392,OR4K5,olfactory receptor family 4 subfamily K member 5
ILMN_3297876,VSTM2B,V-set and transmembrane domain containing 2B
ILMN_1700199,,
ILMN_2067607,TMEM106B,transmembrane protein 106B
ILMN_1701581,LAD1,ladinin 1
ILMN_1662397,,
ILMN_3260910,CSAG3,CSAG family member 3
ILMN_1712523,MAP6,microtubule associated protein 6
ILMN_2360315,SNX21,sorting nexin family member 21
ILMN_3304042,,
ILMN_1711888,COBL,cordon-bleu WH2 repeat protein
ILMN_1653498,IGSF6,immunoglobulin superfamily member 6
ILMN_2408572,,
ILMN_1692688,,
ILMN_1742764,,
ILMN_3251486,ARHGAP31,Rho GTPase activating protein 31
ILMN_1654441,OAT,ornithine aminotransferase
ILMN_1722781,EGR3,early growth response 3
ILMN_3310201,MIR181C,microRNA 181c
ILMN_1718807,SMC3,structural maintenance of chromosomes 3
ILMN_1767322,EDAR,ectodysplasin A receptor
ILMN_3286870,,
ILMN_1716730,BOD1,biorientation of chromosomes in cell division 1
ILMN_1664629,,
ILMN_1806789,,
ILMN_1705534,,
ILMN_1715169,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1"
ILMN_3200830,,
ILMN_1867423,,
ILMN_1756152,MFSD11,major facilitator superfamily domain containing 11
ILMN_1775007,,
ILMN_1663065,,
ILMN_2284077,SLC38A8,solute carrier family 38 member 8
ILMN_1683352,OR5V1,olfactory receptor family 5 subfamily V member 1
ILMN_1797929,MICA,MHC class I polypeptide-related sequence A
ILMN_3247080,LINC01134,long intergenic non-protein coding RNA 1134
ILMN_1802248,RNF152,ring finger protein 152
ILMN_3233395,,
ILMN_1795673,STPG3,sperm-tail PG-rich repeat containing 3
ILMN_1673175,TNFSF11,tumor necrosis factor superfamily member 11
ILMN_1697504,,
ILMN_1801842,PTX3,pentraxin 3
ILMN_1810457,,
ILMN_1797988,KLRD1,killer cell lectin like receptor D1
ILMN_3240002,SNORD12B,"small nucleolar RNA, C/D box 12B"
ILMN_3236377,C2orf69,chromosome 2 open reading frame 69
ILMN_1912334,,
ILMN_3201060,,
ILMN_1712250,RPL10,ribosomal protein L10
ILMN_1800461,CSNK2B,casein kinase 2 beta
ILMN_1852539,,
ILMN_1792547,,
ILMN_2170595,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B
ILMN_1861057,LOC338620,uncharacterized LOC338620
ILMN_3191695,,
ILMN_2406184,TAC3,tachykinin 3
ILMN_1664026,SPDYE1,speedy/RINGO cell cycle regulator family member E1
ILMN_1782504,MTERF3,mitochondrial transcription termination factor 3
ILMN_1775634,AGTR2,angiotensin II receptor type 2
ILMN_1815849,OR8B2,olfactory receptor family 8 subfamily B member 2
ILMN_1802922,TOP1P1,topoisomerase (DNA) I pseudogene 1
ILMN_2168903,FAM47B,family with sequence similarity 47 member B
ILMN_1706305,COX16,"COX16, cytochrome c oxidase assembly homolog"
ILMN_1805342,,
ILMN_2390435,LHX3,LIM homeobox 3
ILMN_1739002,,
ILMN_1805855,,
ILMN_1909276,,
ILMN_3247297,,
ILMN_2395373,,
ILMN_2393461,DDO,D-aspartate oxidase
ILMN_1669631,GLRB,glycine receptor beta
ILMN_2114185,RUSC1-AS1,RUSC1 antisense RNA 1
ILMN_2263718,SPAG9,sperm associated antigen 9
ILMN_1697923,,
ILMN_3269402,,
ILMN_1731433,AOC1,"amine oxidase, copper containing 1"
ILMN_2067708,TFB2M,"transcription factor B2, mitochondrial"
ILMN_1791113,,
ILMN_1697331,,
ILMN_2368834,MYH11,myosin heavy chain 11
ILMN_1681695,DNASE1L1,deoxyribonuclease 1 like 1
ILMN_3237089,USP17L27,ubiquitin specific peptidase 17-like family member 27
ILMN_1881262,,
ILMN_1743086,UBE2Z,ubiquitin conjugating enzyme E2 Z
ILMN_3216979,,
ILMN_1751020,PACSIN1,protein kinase C and casein kinase substrate in neurons 1
ILMN_2197519,ZNF627,zinc finger protein 627
ILMN_1799969,SNAPIN,SNAP associated protein
ILMN_1698432,,
ILMN_1662895,APOPT1,"apoptogenic 1, mitochondrial"
ILMN_1745262,REM2,RRAD and GEM like GTPase 2
ILMN_1703864,SFTA2,surfactant associated 2
ILMN_1871488,,
ILMN_2240923,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1
ILMN_3245048,,
ILMN_3231300,,
ILMN_2380698,DSTN,"destrin, actin depolymerizing factor"
ILMN_3281591,,
ILMN_3244698,CCDC183-AS1,CCDC183 antisense RNA 1
ILMN_1846430,LOC100128239,uncharacterized LOC100128239
ILMN_1664292,ZNF415,zinc finger protein 415
ILMN_1808781,PHF12,PHD finger protein 12
ILMN_1709910,,
ILMN_1811195,ZNF211,zinc finger protein 211
ILMN_2261627,CTLA4,cytotoxic T-lymphocyte associated protein 4
ILMN_1666552,ZNF75A,zinc finger protein 75a
ILMN_1767481,ATP23,ATP23 metallopeptidase and ATP synthase assembly factor homolog
ILMN_1655170,,
ILMN_1652123,HMGN1,high mobility group nucleosome binding domain 1
ILMN_3283458,,
ILMN_1713983,,
ILMN_3243385,SDR42E1,"short chain dehydrogenase/reductase family 42E, member 1"
ILMN_2083833,CNOT6L,CCR4-NOT transcription complex subunit 6 like
ILMN_1753329,PTCH2,patched 2
ILMN_1769912,OR4K14,olfactory receptor family 4 subfamily K member 14
ILMN_1677446,TMEM189-UBE2V1,TMEM189-UBE2V1 readthrough
ILMN_1697757,,
ILMN_1714157,GALE,UDP-galactose-4-epimerase
ILMN_1810346,SLC4A3,solute carrier family 4 member 3
ILMN_1712522,CEACAM6,carcinoembryonic antigen related cell adhesion molecule 6
ILMN_3238132,HNF1A,HNF1 homeobox A
ILMN_1686989,INSIG1,insulin induced gene 1
ILMN_3243549,,
ILMN_1690568,,
ILMN_3249199,,
ILMN_1706598,PXYLP1,2-phosphoxylose phosphatase 1
ILMN_1692716,,
ILMN_1740426,RASD1,ras related dexamethasone induced 1
ILMN_1699666,STRADA,STE20-related kinase adaptor alpha
ILMN_2393144,ARL6IP4,ADP ribosylation factor like GTPase 6 interacting protein 4
