ID,GB_ACC,Gene Symbol
208586_s_at,NM_005636,SSX4 /// SSX4B
208587_s_at,NM_003554,OR1E1 /// OR1E2
208588_at,NM_021631,TPT1P8
208589_at,NM_020389,TRPC7
208590_x_at,NM_021954,GJA3
208591_s_at,NM_000922,PDE3B
208592_s_at,NM_030893,CD1E
208594_x_at,NM_024318,LILRA6
208596_s_at,NM_019093,UGT1A1 /// UGT1A10 /// UGT1A3 /// UGT1A4 /// UGT1A5 /// UGT1A6 /// UGT1A7 /// UGT1A8 /// UGT1A9
208597_at,NM_000614,CNTF
208598_s_at,NM_005703,HUWE1
208601_s_at,NM_030773,TUBB1
208604_s_at,NM_030661,HOXA3
208606_s_at,NM_030761,WNT4
208607_s_at,NM_030754,SAA1 /// SAA2 /// SAA2-SAA4
208608_s_at,NM_021021,SNTB1
208609_s_at,NM_019105,TNXA /// TNXB
208610_s_at,AI655799,SRRM2
208611_s_at,U83867,SPTAN1
208612_at,D83485,PDIA3
208614_s_at,M62994,FLNB
208616_s_at,U48297,PTP4A2
208619_at,L40326,DDB1
208620_at,U24223,PCBP1
208623_s_at,J05021,EZR
208624_s_at,BE966878,EIF4G1
208626_s_at,BC001913,VAT1
208628_s_at,BC002411,YBX1
208631_s_at,U04627,HADHA
208634_s_at,AB029290,MACF1
208636_at,AI082078,ACTN1
208638_at,BE910010,PDIA6
208640_at,BG292367,RAC1
208642_s_at,AA205834,XRCC5
208644_at,M32721,PARP1
208645_s_at,AF116710,RPS14
208649_s_at,AF100752,VCP
208650_s_at,BG327863,CD24
208652_at,BC000400,PPP2CA
208654_s_at,BF669455,CD164
208655_at,BG530368,CCNI
208658_at,BC000425,PDIA4
208659_at,AF034607,CLIC1
208662_s_at,AI885338,TTC3 /// TTC3P1
208666_s_at,BE866412,ST13
208668_x_at,BC003689,HMGN2
208669_s_at,AF109873,EID1
208673_s_at,AF107405,SRSF3
208675_s_at,D29643,DDOST
208677_s_at,AL550657,BSG
208678_at,BC004443,ATP6V1E1
208680_at,L19184,PRDX1
208682_s_at,AF126181,MAGED2
208683_at,M23254,CAPN2
208684_at,U24105,COPA
208689_s_at,BC003560,RPN2
208691_at,BC001188,TFRC
208692_at,U14990,RPS3
208693_s_at,D30658,GARS
208694_at,U47077,PRKDC
208695_s_at,BC001019,RPL39
208697_s_at,BC000734,EIF3E
208700_s_at,L12711,TKT
208703_s_at,BG427393,APLP2
208706_s_at,AK026933,EIF5
208709_s_at,U64898,NRD1
208712_at,M73554,CCND1
208714_at,AF092131,NDUFV1
208717_at,BC001669,OXA1L
208718_at,Z97056,DDX17
208720_s_at,AI890947,RBM39
208721_s_at,BF967271,ANAPC5
208723_at,BC000350,USP11
208724_s_at,BC000905,RAB1A
208726_s_at,BC000461,EIF2S2
208728_s_at,BC003682,CDC42
208732_at,AI743756,RAB2A
208736_at,AF004561,ARPC3
208737_at,BC003564,ATP6V1G1
208742_s_at,U78303,SAP18
208743_s_at,BC001359,YWHAB
208745_at,AA917672,ATP5L
208747_s_at,M18767,C1S
208754_s_at,AL162068,NAP1L1
208756_at,U36764,EIF3I
208758_at,D89976,ATIC
208761_s_at,U67122,SUMO1
208764_s_at,D13119,ATP5G2
208766_s_at,BC001449,HNRNPR
208768_x_at,D17652,RPL22
208770_s_at,BC005057,EIF4EBP2
208771_s_at,J02959,LOC101928830 /// LTA4H
208775_at,D89729,XPO1
208777_s_at,AF001212,PSMD11
208780_x_at,AF154847,VAPA
208783_s_at,AL570661,CD46
208785_s_at,BE893893,MAP1LC3B
208787_at,BC003375,MRPL3
208788_at,AL136939,ELOVL5
208792_s_at,M25915,CLU
208794_s_at,D26156,SMARCA4
208796_s_at,BC000196,CCNG1
208799_at,BC004146,PSMB5
208801_at,BE856385,SRP72
208804_s_at,AL031681,SRSF6
208807_s_at,U91543,CHD3
208811_s_at,AF080569,DNAJB6 /// TMEM135
208813_at,BC000498,GOT1
208818_s_at,BC000419,COMT
208819_at,BC002977,RAB8A
208821_at,J04564,SNRPB
208822_s_at,U18321,DAP3
208825_x_at,U43701,RPL23A /// SNORD42A
208828_at,BC004170,POLE3
208829_at,AF029750,TAPBP
208830_s_at,AI494567,SUPT6H
208833_s_at,AF119662,ATXN10
208835_s_at,AW089673,LUC7L3
208836_at,U51478,ATP1B3
208837_at,BC000027,TMED3
208841_s_at,AB014560,G3BP2
208845_at,BC002456,VDAC3
208848_at,M30471,ADH5
208849_at,AF118091,
208850_s_at,AL558479,THY1
208852_s_at,AI761759,CANX
208855_s_at,AF083420,STK24
208861_s_at,U72937,ATRX
208862_s_at,AW073672,CTNND1 /// TMX2-CTNND1
208863_s_at,M72709,SRSF1
208864_s_at,AF313911,TXN
208874_x_at,BC002545,PPP2R4
208880_s_at,AB019219,PRPF6
208881_x_at,BC005247,IDI1
208882_s_at,U69567,UBR5
208885_at,J02923,LCP1
208886_at,BC000145,H1F0
208887_at,BC000733,EIF3G
208892_s_at,BC003143,DUSP6
208894_at,M60334,HLA-DRA
208895_s_at,BG530850,DDX18
208898_at,AF077614,ATP6V1D
208901_s_at,J03250,TOP1
208904_s_at,BC000354,RPS28
208905_at,BC005299,CYCS
208909_at,BC000649,UQCRFS1
208916_at,AF105230,SLC1A5
208921_s_at,L12387,SRI
208922_s_at,BC004904,NXF1
208924_at,AB024703,RNF11
208925_at,AF161522,CLDND1
208926_at,U84246,NEU1
208927_at,BF673888,SPOP
208932_at,BC001416,PPP4C
208937_s_at,D13889,ID1
208938_at,BC004913,PRCC
208939_at,AV682679,SEPHS1
208943_s_at,U93239,SEC62
208944_at,D50683,TGFBR2
208946_s_at,AF139131,BECN1
208948_s_at,BC000830,STAU1
208949_s_at,BC001120,LGALS3
208951_at,BC002515,ALDH7A1
208955_at,AB049113,DUT
208961_s_at,AB017493,KLF6
208964_s_at,AL512760,FADS1 /// MIR1908
208967_s_at,U39945,AK2
208969_at,AF050641,NDUFA9
208970_s_at,M14016,UROD
208972_s_at,AL080089,ATP5G1
208977_x_at,BC004188,TUBB4B
208978_at,U36190,CRIP2
208982_at,AW574504,PECAM1
208985_s_at,BC002719,EIF3J
208986_at,AL559478,TCF12
208991_at,AA634272,STAT3
208994_s_at,AI638762,PPIG
208996_s_at,BC000409,POLR2C
208998_at,U94592,UCP2
209003_at,AF070548,SLC25A11
209008_x_at,U76549,KRT8
209012_at,AV718192,TRIO
209014_at,AF217963,MAGED1
209016_s_at,BC002700,KRT7
209022_at,AK026678,STAG2
209028_s_at,AF006516,ABI1
209029_at,AF193844,COPS7A
209030_s_at,NM_014333,CADM1
209033_s_at,D86550,DYRK1A
209034_at,AF279899,PNRC1
209035_at,M69148,MDK
209036_s_at,BC001917,MDH2
209037_s_at,AW182860,EHD1
209040_s_at,U17496,PSMB8
209042_s_at,BC001738,UBE2G2
209043_at,AF033026,PAPSS1
209044_x_at,BC004273,SF3B4
209046_s_at,AB030710,GABARAPL2
209047_at,AL518391,AQP1
209048_s_at,AB032951,ZMYND8
209054_s_at,AF083389,WHSC1
209056_s_at,NM_001253,CDC5L
209058_at,AB002282,EDF1
209061_at,AI761748,NCOA3
209065_at,BC005230,UQCRB
209067_s_at,D89092,HNRNPDL
209071_s_at,AF159570,RGS5
209074_s_at,AL050264,FAM107A
209077_at,AL022313,TXN2
209082_s_at,AF018081,COL18A1
209083_at,U34690,CORO1A
209088_s_at,T70262,UBN1
209089_at,BC001267,RAB5A
209093_s_at,K02920,GBA /// GBAP1
209094_at,AL078459,DDAH1
209095_at,J03620,DLD
209096_at,U62136,UBE2V2
209100_at,BC001327,IFRD2
209101_at,M92934,CTGF
209102_s_at,AF019214,HBP1
209103_s_at,BC001049,UFD1L
209106_at,BF576458,NCOA1
209108_at,AF053453,TSPAN6
209110_s_at,AL050259,RGL2
209111_at,BC004155,RNF5 /// RNF5P1
209112_at,BC001971,CDKN1B
209114_at,AF133425,TSPAN1
209118_s_at,AF141347,TUBA1A
209122_at,BC005127,PLIN2
209123_at,BC000576,QDPR
209124_at,U70451,MYD88
209125_at,J00269,KRT6A
209130_at,BC003686,SNAP23
209135_at,AF289489,ASPH
209139_s_at,AF083033,PRKRA
209140_x_at,L42024,HLA-B
209141_at,AW299555,UBE2G1
209143_s_at,AF005422,CLNS1A
209146_at,AV704962,MSMO1
209148_at,BC001167,RXRB
209150_s_at,U94831,IPO4 /// TM9SF1
209154_at,AF234997,P2RX5-TAX1BP3 /// TAX1BP3
209155_s_at,BC001595,NT5C2
209157_at,AF011793,DNAJA2
209158_s_at,BC004361,CYTH2
209159_s_at,AV724216,NDRG4
209160_at,AB018580,AKR1C3
209162_s_at,U82756,PRPF4
209165_at,AF083208,AATF
209166_s_at,U68567,MAN2B1
209171_at,AF219116,ITPA
209172_s_at,U30872,CENPF
209173_at,AF088867,AGR2
209175_at,AK001135,SEC23IP
209179_s_at,BC003164,MBOAT7
209183_s_at,AL136653,C10orf10
209185_s_at,AF073310,IRS2
209186_at,M23114,ATP2A2
209187_at,AW516932,DR1
209189_at,BC004490,FOS
209190_s_at,AF051782,DIAPH1
209193_at,M24779,PIM1
209194_at,BC005334,CETN2
209195_s_at,AF250226,ADCY6
209196_at,BC000388,WDR46
209199_s_at,N22468,MEF2C
209202_s_at,AF001690,EXTL3
209205_s_at,BC003600,LMO4
209208_at,AF059752,MPDU1
209211_at,AF132818,KLF5
209213_at,BC002511,CBR1
209214_s_at,BC004817,EWSR1
209215_at,L11669,MFSD10
209218_at,AF098865,SQLE
209219_at,L03411,MIR1236 /// NELFE
209220_at,L47125,GPC3
209224_s_at,BC003674,NDUFA2
209227_at,AU158251,TUSC3
209230_s_at,AF135266,NUPR1
209236_at,AL389886,SLC23A2
209238_at,BE966922,STX3
209239_at,M55643,NFKB1
209247_s_at,BC001661,ABCF2
209248_at,AL136713,GHITM
209250_at,BC000961,DEGS1
209253_at,AF037261,SORBS3
209259_s_at,AF020043,SMC3
209262_s_at,BC002669,NR2F6
209264_s_at,AF054841,TSPAN4
209265_s_at,BC001650,METTL3
209267_s_at,AB040120,SLC39A8
209268_at,AF165513,VPS45
209269_s_at,AW450910,SYK
209270_at,L25541,LAMB3
209272_at,AF045451,NAB1
209275_s_at,AF015593,CLN3
209277_at,AL574096,TFPI2
209283_at,AF007162,CRYAB
209288_s_at,AL136842,CDC42EP3
209289_at,AI700518,NFIB
209291_at,AW157094,ID4
209295_at,AF016266,TNFRSF10B
209301_at,M36532,CA2
209303_at,BC005270,NDUFS4
209308_s_at,BC002461,BNIP2
209309_at,D90427,AZGP1
209310_s_at,U25804,CASP4
209311_at,D87461,BCL2L2
209312_x_at,U65585,HLA-DQB1 /// HLA-DRB1 /// HLA-DRB4 /// HLA-DRB5 /// LOC100996809 /// LOC101060835
209316_s_at,BC001465,HBS1L
209321_s_at,AF033861,ADCY3
209323_at,AF081567,PRKRIR
209324_s_at,BF304996,RGS16
209326_at,D84454,SLC35A2
209330_s_at,D55674,HNRNPD
209333_at,AB018265,ULK1
209336_at,U56085,PWP2
209337_at,AF063020,PSIP1
209339_at,U76248,SIAH2
209340_at,S73498,UAP1
209348_s_at,AF055376,MAF
209350_s_at,AL157493,GPS2
209351_at,BC002690,KRT14
209354_at,BC002794,TNFRSF14
209355_s_at,AB000889,PPAP2B
209357_at,AF109161,CITED2
209358_at,AF118094,TAF11
209362_at,AI688580,LOC101928625 /// MED21
209365_s_at,U65932,ECM1
209367_at,AB002559,STXBP2
209368_at,AF233336,EPHX2
209369_at,M63310,ANXA3
209370_s_at,BE502377,SH3BP2
209375_at,D21089,XPC
209380_s_at,AF146074,ABCC5
209382_at,U93867,POLR3C
209384_at,AA176833,PROSC
209390_at,AF013168,TSC1
209391_at,AF061729,DPM2
209392_at,L35594,ENPP2
209396_s_at,M80927,CHI3L1
209397_at,BC000147,ME2
209398_at,BC002649,HIST1H1C
209399_at,D87328,HLCS
209401_s_at,AI817690,SLC12A4
209406_at,AF095192,BAG2
209407_s_at,AF068892,DEAF1
209409_at,D86962,GRB10
209412_at,U61500,LOC102724200 /// TRAPPC10
209413_at,BC002431,B4GALT2
209418_s_at,BC003615,THOC5
209420_s_at,M59916,SMPD1
209421_at,U04045,MSH2
209426_s_at,AF047020,AMACR /// C1QTNF3-AMACR
209428_s_at,BG420865,ZFPL1
209432_s_at,AF029674,CREB3
209433_s_at,AI457120,PPAT
209438_at,AL096700,PHKA2
209443_at,J02639,SERPINA5
209444_at,BC001851,RAP1GDS1
209448_at,BC002439,HTATIP2
209449_at,AF196468,LSM2
209451_at,U59863,TANK
209452_s_at,AF035824,VTI1B
209457_at,U16996,DUSP5
209458_x_at,AF105974,HBA1 /// HBA2
209462_at,U48437,APLP1
209463_s_at,D50544,TAF12
209464_at,AB011446,AURKB
209467_s_at,BC002755,MKNK1
209468_at,AB017498,LRP5
209473_at,AV717590,ENTPD1
209477_at,BC000738,EMD
209480_at,M16276,HLA-DQB1
209482_at,BC001430,POP7
209486_at,BC004546,UTP3
209487_at,D84109,RBPMS
209489_at,N25915,CELF1
209490_s_at,AF020543,EGFL8 /// PPT2
209492_x_at,BC003679,ATP5I
209494_s_at,AI807017,PATZ1
209496_at,BC000069,RARRES2
209500_x_at,AF114012,TNFSF12-TNFSF13 /// TNFSF13
209503_s_at,AF035309,PSMC5
209504_s_at,AF081583,PLEKHB1
209505_at,AI951185,NR2F1
209507_at,BC005264,RPA3
209509_s_at,BC000325,DPAGT1
209510_at,AF064801,RNF139
209511_at,BC003582,POLR2F
209514_s_at,BE502030,RAB27A
209517_s_at,AB020982,ASH2L
209520_s_at,BC001450,NCBP1
209522_s_at,BC000723,CRAT
209523_at,AK001618,TAF2
209526_s_at,AB029156,HDGFRP3
209529_at,AF047760,PPAP2C
209531_at,BC001453,GSTZ1
209533_s_at,AF145020,PLAA
209535_s_at,AF127481,
209541_at,AI972496,IGF1
209543_s_at,M81104,CD34
209544_at,AF027706,RIPK2
209546_s_at,AF323540,APOL1
209550_at,U35139,NDN
209560_s_at,U15979,DLK1
209561_at,L38969,THBS3
209565_at,BC000832,RNF113A
209570_s_at,BC001745,NSG1
209571_at,U03644,CIR1
209574_s_at,AI349506,LDLRAD4
209575_at,BC001903,IL10RB
209576_at,AL049933,GNAI1
209577_at,BC000351,PCYT2
209581_at,BC001387,PLA2G16
209585_s_at,AF084943,MINPP1
209587_at,U70370,PITX1
209591_s_at,M60316,BMP7
209592_s_at,BC001264,DCAF7
209595_at,BC001771,GTF2F2
209598_at,AB020690,PNMA2
209600_s_at,S69189,ACOX1
209604_s_at,BC003070,GATA3
209605_at,D87292,TST
209606_at,L06633,CYTIP
209607_x_at,U08032,LOC101929857 /// SLX1A-SULT1A3 /// SLX1B-SULT1A4 /// SULT1A3 /// SULT1A4
209610_s_at,BF340083,SLC1A4
209613_s_at,M21692,ADH1B
209615_s_at,U51120,PAK1
209616_s_at,S73751,CES1 /// LOC100653057
209617_s_at,AF035302,CTNND2
209619_at,K01144,CD74
209620_s_at,AB005289,ABCB7
209621_s_at,AF002280,PDLIM3
209622_at,AB020739,STK16
209623_at,AW439494,MCCC2
209625_at,BC004100,PIGH
209630_s_at,AL043967,FBXW2
209632_at,AI760130,PPP2R3A
209635_at,BC003561,AP1S1
209637_s_at,AA887475,RGS12
209640_at,M79462,PML
209642_at,AF043294,BUB1
209643_s_at,AF033850,PLD2
209645_s_at,NM_000692,ALDH1B1
209649_at,AL133600,STAM2
209651_at,BC001830,TGFB1I1
209652_s_at,BC001422,PGF
209653_at,U93240,KPNA4
209657_s_at,M65217,HSF2
209660_at,AF162690,TTR
209661_at,BC001211,KIFC3
209662_at,BC005383,CETN3
209665_at,AF040704,CYB561D2
209666_s_at,AF080157,CHUK
209667_at,BF033242,CES2
209674_at,D83702,CRY1
209676_at,J03225,TFPI
209678_s_at,L18964,PRKCI
209682_at,U26710,CBLB
209685_s_at,M13975,PRKCB
209686_at,BC001766,S100B
209692_at,U71207,EYA2
209694_at,M97655,PTS
209695_at,BC003105,PTP4A3
209696_at,D26054,FBP1
209699_x_at,U05598,AKR1C2 /// LOC101930400
209701_at,D16217,ERAP1
209706_at,AF247704,NKX3-1
209709_s_at,U29343,HMMR
209710_at,AL563460,GATA2
209714_s_at,AF213033,CDKN3
209715_at,L07515,CBX5
209716_at,M37435,CSF1
209717_at,AF008915,EVI5
209720_s_at,BC005224,SERPINB3
209723_at,BC002538,SERPINB9
209724_s_at,AL534416,ZBTB14
209725_at,AF072718,UTP20
209726_at,AB018195,CA11
209731_at,U79718,NTHL1
209732_at,BC005254,CLEC2B
209734_at,BC001604,NCKAP1L
209735_at,AF098951,ABCG2
209737_at,AB014605,MAGI2
209738_x_at,M31125,PSG6
209742_s_at,AF020768,MYL2
209746_s_at,AF032900,COQ7
209747_at,J03241,TGFB3
209752_at,AF172331,REG1A
209753_s_at,BG391171,TMPO
209757_s_at,BC002712,MYCN
209758_s_at,U37283,MFAP5
209761_s_at,AA969194,SP110
209764_at,AL022312,MGAT3
209765_at,Y13786,ADAM19
209767_s_at,AA702163,GP1BB /// SEPT5 /// SEPT5-GP1BB
209773_s_at,BC001886,RRM2
209774_x_at,M57731,CXCL2
209778_at,AF007217,TRIP11
209781_s_at,AF069681,KHDRBS3
209782_s_at,U79283,DBP
209785_s_at,AF065214,PLA2G4C
209786_at,BC001282,HMGN4
209790_s_at,BC000305,CASP6
209792_s_at,BC002710,KLK10
209793_at,AL567302,GRIA1
209795_at,L07555,CD69
209798_at,D83243,NPAT
209799_at,AF100763,PRKAA1
209800_at,AF061812,KRT16
209803_s_at,AF001294,PHLDA2
209805_at,U14658,PMS2 /// PMS2CL
209806_at,BC000893,HIST1H2BK
209807_s_at,U18759,NFIX
209808_x_at,AW193656,ING1
209814_at,BC004421,ZNF330
209815_at,BG054916,PTCH1
209821_at,AB024518,IL33
209822_s_at,L22431,VLDLR
209825_s_at,BC002906,MIR3658 /// UCK2
209827_s_at,NM_004513,IL16
209829_at,AB002384,FAM65B
209830_s_at,AF035771,SLC9A3R2
209831_x_at,AB004574,DNASE2
209833_at,U79115,CRADD
209837_at,AF155158,AP4M1
209842_at,AI367319,SOX10
209846_s_at,BC002832,BTN3A2
209847_at,U07969,CDH17
209848_s_at,U01874,PMEL
209854_s_at,AA595465,KLK2
209860_s_at,J04543,ANXA7
209861_s_at,U13261,METAP2
209863_s_at,AF091627,TP63
209869_at,AF284095,ADRA2A
209871_s_at,AB014719,APBA2
209873_s_at,AF053719,PKP3
209875_s_at,M83248,SPP1
209877_at,AF010126,SNCG
209879_at,AI741056,SELPLG
209882_at,AF084462,RIT1
209884_s_at,AF047033,SLC4A7
209890_at,AF065389,TSPAN5
209892_at,AF305083,FUT4
209894_at,U50748,LEPR /// LEPROT
209897_s_at,AF055585,SLIT2
209903_s_at,U49844,ATR
209904_at,AF020769,TNNC1
209906_at,U62027,C3AR1
209907_s_at,AF182198,ITSN2
209908_s_at,BF061658,TGFB2
209911_x_at,BC002842,HIST1H2BD
209917_s_at,BC002709,TP53TG1
209918_at,J05235,GGTLC2
209920_at,U20165,BMPR2
209921_at,AB040875,SLC7A11
209925_at,U53823,OCLN
209928_s_at,AF060154,MSC
209930_s_at,L13974,NFE2
209937_at,BC001386,TM4SF4
209938_at,AF064094,TADA2A
209940_at,AF083068,PARP3
209941_at,U50062,RIPK1
209942_x_at,BC000340,MAGEA3 /// MAGEA6
209943_at,AF176699,FBXL4
209944_at,BC000330,PTGR2 /// ZNF410
209945_s_at,BC000251,GSK3B
209946_at,U58111,VEGFC
209948_at,U61536,KCNMB1
209949_at,BC001606,NCF2
209950_s_at,BC004300,VILL
209951_s_at,AW007458,MAP2K7
209953_s_at,U63131,CDC37
209955_s_at,U76833,FAP
209956_s_at,U23460,CAMK2B
209973_at,AF097419,NFKBIL1
209978_s_at,M74220,LPA /// PLG
209980_s_at,L23928,MIR6778 /// SHMT1
209988_s_at,BC001638,ASCL1
209990_s_at,AF056085,GABBR2
209992_at,AB044805,PFKFB2
209994_s_at,AF016535,ABCB1 /// ABCB4
210001_s_at,AB005043,SOCS1
210002_at,D87811,GATA6
210004_at,AF035776,OLR1
210007_s_at,U36310,GPD2
210015_s_at,U89330,MAP2
210017_at,AF070528,MALT1
210019_at,M36707,CALML3
210021_s_at,BC004877,CCNO
210024_s_at,AB017644,UBE2E3
210027_s_at,M80261,APEX1
210028_s_at,AF125507,ORC3
210029_at,M34455,IDO1
210031_at,J04132,CD247
210033_s_at,AF079363,SPAG6
210036_s_at,AB044806,KCNH2
210037_s_at,L24553,NOS2
210039_s_at,L01087,PRKCQ
210040_at,AF208159,SLC12A5
210042_s_at,AF073890,CTSZ
210044_s_at,BC002796,LYL1
210046_s_at,U52144,IDH2
210048_at,BC001889,NAPG
210049_at,D29832,SERPINC1
210051_at,U78168,RAPGEF3
210052_s_at,AF098158,TPX2
210053_at,AW138827,TAF5
210055_at,BE045816,TSHR
210056_at,U69563,RND1
210058_at,BC000433,MAPK13
210060_at,M36476,PDE6G
210064_s_at,NM_006952,UPK1B
210067_at,D63412,AQP4
210070_s_at,U62733,CHKB-CPT1B /// CPT1B
210072_at,U88321,CCL19
210073_at,L32867,ST8SIA1
210074_at,AF070448,CTSV
210078_s_at,L39833,KCNAB1
210080_x_at,D00306,CELA3A
210081_at,AB036432,AGER
210082_at,U88667,ABCA4
210083_at,AF071542,SEMA7A
210085_s_at,AF230929,ANXA9
210093_s_at,AF067173,MAGOH /// MAGOHB
210094_s_at,AF196186,PARD3
210095_s_at,M31159,IGFBP3
210096_at,J02871,CYP4B1
210097_s_at,AF130102,NOL7
210105_s_at,M14333,FYN
210106_at,U43559,BLOC1S1-RDH5 /// RDH5
210107_at,AF127036,CLCA1
210108_at,BE550599,CACNA1D
210113_s_at,AF310105,NLRP1
210114_at,AF039217,INVS
210116_at,AF072930,SH2D1A
210117_at,AF311312,SPAG1
210119_at,U73191,KCNJ15
210122_at,BC005303,PRM2
210123_s_at,U62436,CHRFAM7A /// CHRNA7 /// LOC101929970 /// LOC101930361
210125_s_at,AF044773,BANF1
210126_at,M94890,PSG9
210127_at,BC002510,RAB6B
210128_s_at,U41070,LTB4R
210130_s_at,AF096304,TM7SF2
210132_at,AW189015,EFNA3
210133_at,D49372,CCL11
210135_s_at,AF022654,SHOX2
210137_s_at,BC001286,DCTD
210138_at,AF074979,RGS20
210139_s_at,L03203,PMP22
210140_at,AF031824,CST7
210141_s_at,M13981,INHA
210143_at,AF196478,ANXA10
210146_x_at,AF004231,LILRB2
210147_at,U47054,ART3
210148_at,AF305239,HIPK3
210152_at,U82979,LILRB4
210155_at,D88214,MYOC
210158_at,U64315,ERCC4
210160_at,BC000398,PAFAH1B2
210162_s_at,U08015,NFATC1
210163_at,AF030514,CXCL11
210164_at,J03189,GZMB
210165_at,M55983,DNASE1
210167_s_at,U06935,TEF
210168_at,J05064,C6
210174_at,AF228413,NR5A2
210176_at,AL050262,TLR1
210181_s_at,AF169148,CABP1
210184_at,M81695,ITGAX
210185_at,AB054985,CACNB1
210188_at,D13318,GABPA
210189_at,D85730,HSPA1L
210190_at,AF071504,STX11
210191_s_at,BC002447,PHTF1
210195_s_at,M34715,PSG1
210198_s_at,BC002665,PLP1
210199_at,U66584,CRYAA
210202_s_at,U87558,BIN1
210205_at,AB026730,B3GALT4
210210_at,AF181660,MPZL1
210213_s_at,AF022229,EIF6
210215_at,AF067864,TFR2
210220_at,L37882,FZD2
210221_at,BC000513,CHRNA3
210226_at,D85245,NR4A1
210227_at,AF119817,DLGAP2
210229_s_at,M11734,CSF2
210234_at,U92457,GRM4
210237_at,AF120274,ARTN
210239_at,U90304,IRX5
210240_s_at,U20498,CDKN2D
210243_s_at,AF038661,B4GALT3
210244_at,U19970,CAMP
210246_s_at,AF087138,ABCC8
210247_at,AW139618,SYN2
210248_at,D83175,WNT7A
210254_at,L35848,MS4A3
210255_at,U84138,RAD51B
210260_s_at,BC005352,TNFAIP8
210262_at,M25532,CRISP2
210263_at,AF029780,KCNF1
210264_at,AF089087,GPR35
210265_x_at,AF268617,POU5F1P3
210266_s_at,AF220137,TRIM33
210270_at,AF156932,RGS6
210271_at,AB021742,NEUROD2
210273_at,AB006757,PCDH7
210274_at,BC002455,MAGEA8
210275_s_at,AF062347,ZFAND5
210276_s_at,AF281030,NOL12 /// TRIOBP
210277_at,AF155159,AP4S1
210280_at,D10537,MPZ
210288_at,AF081675,KLRG1
210290_at,BC001161,ZNF174
210292_s_at,AF332218,PCDH11X /// PCDH11Y
210293_s_at,BC005032,SEC23B
210295_at,BC004105,MAGEA10
210296_s_at,BC005375,PEX2
210297_s_at,U22178,MSMB
210300_at,AF152863,REM1
210301_at,U06117,XDH
210302_s_at,AF262032,MAB21L2
210304_at,BC000249,PDE6B
210305_at,AB042557,PDE4DIP
210311_at,AF171928,FGF5
210316_at,U43143,FLT4
210318_at,J03912,RBP3
210323_at,AB033823,TEKT2
210324_at,M17263,C8G
210327_s_at,D13368,AGXT
210328_at,AF101477,GNMT
210329_s_at,U58331,SGCD
210333_at,U76388,NR5A1
210335_at,AF056209,RASSF9
210338_s_at,AB034951,HSPA8 /// SNORD14C /// SNORD14D
210340_s_at,BC002635,CSF2RA
210342_s_at,M17755,TPO
210343_s_at,AF124373,SLC22A6
210349_at,L24959,CAMK4
210354_at,M29383,IFNG
210355_at,J03580,PTHLH
210356_x_at,BC002807,MS4A1
210364_at,U87555,SCN2B
210365_at,D43967,LOC100506403 /// LOC101928269 /// RUNX1
210366_at,AB026257,SLCO1B1
210367_s_at,AF010316,PTGES
210371_s_at,BC003092,RBBP4
210372_s_at,AF208012,TPD52L1
210375_at,X83858,PTGER3
210377_at,D16350,ACSM3
210378_s_at,BC004118,SSNA1
210380_s_at,AF126966,CACNA1G
210381_s_at,BC000740,CCKBR
210382_at,U13989,SCTR
210386_s_at,BC001906,MTX1
210390_s_at,AF031587,CCL15 /// CCL15-CCL14
210395_x_at,AF116676,MYL4
210397_at,U73945,DEFB1
210400_at,L76224,GRIN2C
210401_at,U45448,P2RX1
210402_at,U03884,KCNJ1
210406_s_at,AL136727,RAB6A /// RAB6C /// WTH3DI
210408_s_at,AB009288,CPNE6
210409_at,AB016898,MLLT4-AS1
210410_s_at,AF034759,MSH5 /// MSH5-SAPCD1 /// SAPCD1
210412_at,U11287,GRIN2B
210414_at,AF169675,FLRT1
210415_s_at,AF053970,ODF2
210416_s_at,BC004207,CHEK2
210418_s_at,AF023265,IDH3B
210419_at,AF031924,BARX2
210423_s_at,L32185,SLC11A1
210428_s_at,AF260566,HGS
210429_at,X63097,RHD
210437_at,BC002351,MAGEA9 /// MAGEA9B
210444_at,U59431,NPY6R
210445_at,U19869,FABP6
210446_at,M30601,GATA1
210448_s_at,U49396,P2RX5
210452_x_at,D26480,CYP4F2
210454_s_at,U24660,KCNJ6
210467_x_at,BC003408,MAGEA12
210472_at,BC005311,MT1G
210479_s_at,L14611,RORA
210487_at,M11722,DNTT
210502_s_at,AF042386,PPIE
210503_at,BC004479,MAGEA11
210504_at,U65404,KLF1
210505_at,U07821,ADH7
210506_at,U11282,FUT7
210511_s_at,M13436,INHBA
210512_s_at,AF022375,VEGFA
210515_at,M57732,HNF1A
210517_s_at,AB003476,AKAP12
210518_at,AB035305,CDH8
210523_at,D89675,BMPR1B
210532_s_at,AF116639,C14orf2
210533_at,AF104243,MSH4
210534_s_at,BC002944,B9D1
210538_s_at,U37546,BIRC3
210546_x_at,U87459,CTAG1A /// CTAG1B
210549_s_at,U58913,CCL23
210550_s_at,L26584,RASGRF1
210555_s_at,U85430,NFATC3
210558_at,AB045829,AKR1C4
210560_at,AF118452,GBX2
210565_at,U03469,GCGR
210567_s_at,BC001441,SKP2
210572_at,BC003126,PCDHA2 /// PCDHA3
210574_s_at,AF241788,NUDC
210576_at,AF133298,CYP4F8
